Filme,Realizador,Ano lancamento,Rating,Duracao,Genero
42 Grams,Jack C. Newell,2017,5,81 min,Documentaries
4th Man Out,Andrew Nackman,2015,4,86 min,Comedies
5 Cowok Jagoan,Anggy Umbara,2017,4,106 min,Action & Adventure
5 to 7,Victor Levin,2014,2,97 min,Comedies
50 First Dates,Peter Segal,2004,3,99 min,Comedies
50/50,Jonathan Levine,2011,5,100 min,Comedies
5CM,Rizal Mantovani,2012,1,126 min,Dramas
6 Days,Toa Fraser,2017,2,94 min,Action & Adventure
6-5=2,Bharat Jain,2014,3,103 min,Horror Movies
68 Kill,Trent Haaga,2017,4,96 min,Comedies
7 Din Mohabbat In,"Meenu Gaur, Farjad Nabi",2018,5,137 min,Comedies
A Bad Moms Christmas,"Jon Lucas, Scott Moore",2017,2,104 min,Comedies
A Billion Colour Story,Padmakumar Narasimhamurthy,2016,5,104 min,Dramas
A Boy Called Po,John Asher,2016,4,94 min,Dramas
A Bridge Too Far,Richard Attenborough,1977,2,176 min,Action & Adventure
A Clockwork Orange,Stanley Kubrick,1971,4,137 min,Classic Movies
A Dangerous Woman,Stephen Gyllenhaal,1993,1,101 min,Dramas
A Family Affair,Tom Fassaert,2015,4,111 min,Documentaries
A Family Man,Mark Williams,2016,1,110 min,Dramas
A Flying Jatt,Remo D'Souza,2016,4,142 min,Action & Adventure
A Glimpse Inside the Mind of Charles Swan III,Roman Coppola,2012,2,86 min,Comedies
A Gray State,Erik Nelson,2017,1,93 min,Documentaries
A Haunted House,Michael Tiddes,2013,2,86 min,Comedies
A Haunting at Silver Falls: The Return,Teo Konuralp,2019,5,80 min,Horror Movies
A Holiday Engagement,Jim Fall,2011,3,92 min,Children & Family Movies
A Kind of Murder,Andy Goddard,2016,4,96 min,Thrillers
A Leaf of Faith,Chris Bell,2018,1,87 min,Documentaries
A Mission in an Old Movie,Ahmad El-Badri,2012,1,98 min,Comedies
A Most Violent Year,J.C. Chandor,2014,1,125 min,Dramas
A Murder in the Park,"Christopher S. Rech, Brandon Kimber",2014,1,91 min,Documentaries
A new Capitalism,,2017,3,76 min,Documentaries
A Night at the Roxbury,John Fortenberry,1998,4,82 min,Comedies
A Noble Intention,Joram Lürsen,2015,1,111 min,Dramas
A Patch of Fog,Michael Lennox,2015,4,92 min,Dramas
A Perfect Man,Kees Van Oostrum,2013,4,94 min,Dramas
A Princess for Christmas,Michael Damian,2011,5,91 min,Children & Family Movies
A Russell Peters Christmas,Henry Sarwer-Foner,2011,5,44 min,Stand-Up Comedy
A Scandall,Ishaan Trivedi,2016,4,108 min,International Movies
A Separation,Asghar Farhadi,2011,4,123 min,Dramas
A Serious Man,"Ethan Coen, Joel Coen",2009,4,106 min,Comedies
A Sort of Homecoming,Maria Burton,2015,5,89 min,Dramas
A Tale of Love and Darkness,Natalie Portman,2015,2,98 min,Dramas
A Thin Line Between Love & Hate,Martin Lawrence,1996,5,108 min,Comedies
A Thousand Words,Brian Robbins,2012,4,92 min,Comedies
A Walk to Remember,Adam Shankman,2002,5,102 min,Dramas
A Wednesday,Neeraj Pandey,2008,3,103 min,Action & Adventure
A Week in Watts,Gregory Caruso,2017,2,91 min,Documentaries
A Wrinkle in Time,Ava DuVernay,2018,3,110 min,Children & Family Movies
A.M.I.,Rusty Nixon,2019,1,77 min,Horror Movies
A.X.L.,Oliver Daly,2018,1,99 min,Action & Adventure
Aşk Tesadüfleri Sever,Ömer Faruk Sorak,2011,4,122 min,Dramas
Aadu 2,Midhun Manuel Thomas,2017,3,150 min,Comedies
Aajcha Divas Majha,Chandrakant Kulkarni,2013,4,126 min,Comedies
Aarakshan,Prakash Jha,2011,3,164 min,Dramas
Aashayein,Nagesh Kukunoor,2010,3,115 min,Dramas
Aata Pita,Uttung Shelar,2010,2,133 min,Comedies
Abby Sen,Atanu Ghosh,2015,5,127 min,Comedies
Abdo Mota,,2012,1,100 min,Action & Adventure
Abhinetri,A. L. Vijay,2016,3,131 min,Comedies
Abominable Christmas,Chad Van De Keere,2012,2,44 min,Children & Family Movies
About a Boy,"Chris Weitz, Paul Weitz",2002,2,101 min,Comedies
Abzurdah,Daniela Goggi,2015,5,90 min,Dramas
Acapulco La vida va,Alfonso Serrano Maturino,2016,3,89 min,Comedies
Across The Line,Julien Christian Lutz,2015,5,88 min,Dramas
Across the Universe,Julie Taymor,2007,4,133 min,Dramas
Act of Valor,"Mike McCoy, Scott Waugh",2012,1,110 min,Action & Adventure
Act of Vengeance,Mahsun Kırmızıgül,2010,1,112 min,Action & Adventure
Acts of Violence,Brett Donowho,2018,3,87 min,Action & Adventure
Addicted to Life,Thierry Donard,2014,5,91 min,Action & Adventure
Adore,Anne Fontaine,2013,3,111 min,Dramas
Adrishya,Sandeep Chatterjee,2017,5,99 min,Horror Movies
Adventures in Public School,Kyle Rideout,2018,1,86 min,Comedies
After Porn Ends,Bryce Wagoner,2012,5,93 min,Documentaries
After Porn Ends 3,Brittany Andrews,2018,5,87 min,Documentaries
Afterschool,Antonio Campos,2008,1,107 min,Dramas
Aftershock,Nicolás López,2012,2,89 min,Action & Adventure
Agatha and the Truth of Murder,Terry Loane,2018,2,92 min,Dramas
Ahista Ahista,Shivam Nair,2006,5,122 min,Dramas
Ai Weiwei: Never Sorry,Alison Klayman,2012,2,91 min,Documentaries
Aisa Yeh Jahaan,Biswajeet Bora,2015,5,127 min,Dramas
Aitraaz,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",2004,4,153 min,International Movies
Alarmoty in the Land of Fire,,2017,3,94 min,Comedies
Albion: The Enchanted Stallion,Castille Landon,2016,5,106 min,Children & Family Movies
Alejandro Sanz: What I Was Is What I Am,"Gervasio Iglesias, Alexis Morante",2018,4,102 min,Documentaries
Alice Doesn't Live Here Anymore,Martin Scorsese,1974,3,112 min,Classic Movies
Alien Contact: Outer Space,J. Michael Long,2017,5,63 min,Documentaries
Aliens Ate My Homework,Sean McNamara,2018,5,90 min,Children & Family Movies
Alive and Kicking,Susan Glatzer,2016,3,89 min,Documentaries
All About Nina,Eva Vives,2018,2,101 min,Comedies
All Dogs Go to Heaven,"Don Bluth, Gary Goldman, Dan Kuenster",1989,4,85 min,Children & Family Movies
All Good Ones Get Away,Víctor García,2019,1,83 min,International Movies
All Hallows' Eve,Charlie Vaughn,2016,4,92 min,Children & Family Movies
All Light Will End,Chris Blake,2018,3,84 min,Horror Movies
All the Boys Love Mandy Lane,Jonathan Levine,2006,5,91 min,Horror Movies
All the Devil's Men,Matthew Hope,2018,2,100 min,Action & Adventure
Alone in Berlin,Vincent Perez,2016,5,103 min,Dramas
Along Came a Spider,Lee Tamahori,2001,4,103 min,Thrillers
Alpha and Omega 2: A Howl-iday Adventure,Richard Rich,2013,5,45 min,Children & Family Movies
Alpha and Omega: The Legend of the Saw Tooth Cave,Richard Rich,2014,5,45 min,Children & Family Movies
AlphaGo,Greg Kohs,2017,3,90 min,Documentaries
Always a Bridesmaid,Trey Haley,2019,1,98 min,Comedies
Amar Akbar & Tony,Atul Malhotra,2015,5,92 min,Comedies
Amar Akbar Anthony,Manmohan Desai,1977,5,172 min,Action & Adventure
Amar's Hands,Khaled Youssef,2011,1,125 min,Dramas
American Anarchist,Charlie Siskel,2016,2,81 min,Documentaries
American Assassin,Michael Cuesta,2017,3,112 min,Action & Adventure
American Beauty,Sam Mendes,1999,3,122 min,Dramas
American Circumcision,Brendon Marotta,2017,4,101 min,Documentaries
American Experience: Ruby Ridge,Barak Goodman,2017,4,53 min,Documentaries
American Experience: The Island Murder,Mark Zwonitzer,2018,1,53 min,Documentaries
American Hangman,Wilson Coneybeare,2019,2,99 min,Thrillers
American Heist,Sarik Andreasyan,2014,3,95 min,Action & Adventure
American History X,Tony Kaye,1998,1,119 min,Dramas
American Honey,Andrea Arnold,2016,3,163 min,Dramas
American Masters: Ted Williams,Nick Davis,2018,3,55 min,Documentaries
American Psycho,Mary Harron,2000,4,102 min,Comedies
American Warfighter,Jerry G. Angelo,2019,4,106 min,Dramas
Amy,Asif Kapadia,2015,4,128 min,Documentaries
An American in Madras,Karan Bali,2013,5,80 min,Documentaries
An American Tail,Don Bluth,1986,3,80 min,Children & Family Movies
An American Tail: Fievel Goes West,"Phil Nibbelink, Simon Wells",1991,2,75 min,Children & Family Movies
An American Tail: The Mystery of the Night Monster,Larry Latham,1999,2,75 min,Children & Family Movies
An American Tail: The Treasures of Manhattan Island,Larry Latham,2000,4,79 min,Children & Family Movies
An Hour and a Half,Wael Ehsan,2012,1,87 min,Dramas
An Interview with God,Perry Lang,2018,1,97 min,Dramas
An Upper Egyptian,"Ismail Farouk, Hazem Fouda",2014,3,85 min,Comedies
Anarkali of Aarah,Avinash Das,2017,3,111 min,Dramas
Anchor and Hope,Carlos Marques-Marcet,2017,5,113 min,Comedies
Anesthesia,Tim Blake Nelson,2015,2,90 min,Dramas
Angel Eyes,Luis Mandoki,2001,1,103 min,Dramas
Anger Management,Peter Segal,2003,1,105 min,Comedies
Angry Indian Goddesses,Pan Nalin,2015,4,104 min,Dramas
Ankur Arora Murder Case,Sohail Tatari,2013,4,127 min,Dramas
Annabelle Hooper and the Ghosts of Nantucket,Paul Serafini,2016,3,92 min,Children & Family Movies
Another Forever,Juan Zapata,2016,2,72 min,Dramas
Ant-Man and the Wasp,Peyton Reed,2018,2,118 min,Action & Adventure
Antar: Son of Shadad,Sherif Ismail,2017,3,110 min,Comedies
Antariksha Ke Rakhwale,Anirban Majumder,2018,2,65 min,Children & Family Movies
Antidote,Ken Barbet,2018,2,90 min,Action & Adventure
Anwar,Manish Jha,2007,2,134 min,Dramas
Apache Warrior,"David Salzberg, Christian Tureaud",2017,1,89 min,Documentaries
APEX: The Story of the Hypercar,"J.F. Musial, Josh Vietze",2016,4,86 min,Documentaries
Apollo 18,Gonzalo López-Gallego,2011,4,87 min,Horror Movies
April and the Extraordinary World,"Christian Desmares, Franck Ekinci",2015,5,107 min,Action & Adventure
"Aram, Aram",Christopher Chambers,2015,4,79 min,Dramas
Are We Done Yet?,Khaled El Halafawy,2018,2,87 min,Comedies
Arisan 2,Nia Dinata,2011,5,113 min,Comedies
Arthur,Jason Winer,2011,3,110 min,Comedies
Arthur Christmas,Sarah Smith,2011,2,98 min,Children & Family Movies
"As Above, So Below",John Erick Dowdle,2014,4,93 min,Horror Movies
As Good as It Gets,James L. Brooks,1997,1,139 min,Comedies
Assimilate,John Murlowski,2019,4,94 min,Horror Movies
Asura: The City of Madness,Sung-soo Kim,2016,1,133 min,Action & Adventure
At All Costs,Mike Nicoll,2016,1,81 min,Documentaries
At First Light,Jason Stone,2018,5,91 min,Dramas
ATM,Mez Tharatorn,2012,1,122 min,Comedies
Attacking the Devil: Harold Evans and the Last Nazi War Crime,"David Morris, Jacqui Morris",2014,3,102 min,Documentaries
Attitude Test,"Fabrizio Copano, Augusto Matte",2016,2,88 min,Comedies
Auschwitz: Blueprints of Genocide,Mike Rossiter,1994,1,49 min,Documentaries
Automata,Gabe Ibáñez,2014,4,110 min,International Movies
Avengers: Infinity War,"Anthony Russo, Joe Russo",2018,5,150 min,Action & Adventure
Avicii: True Stories,Levan Tsikurishvili,2017,3,97 min,Documentaries
Azhar,Anthony D'Souza,2016,3,129 min,Dramas
B.A. Pass,Ajay Bahl,2013,5,99 min,Dramas
Babam ve Oğlum,Çagan Irmak,2005,2,112 min,Dramas
Babel,Alejandro G. Iñárritu,2006,3,143 min,Dramas
Bachelor Girls,Shikha Makan,2016,3,61 min,Documentaries
Back and Forth,José Eduardo Belmonte,2016,2,95 min,Comedies
Backcountry,Adam MacDonald,2014,2,92 min,Horror Movies
Backfire,Dave Patten,2019,2,97 min,Dramas
Backtrack,Michael Petroni,2015,3,90 min,Dramas
Bad Boys,Michael Bay,1995,4,119 min,Action & Adventure
Bad Boys II,Michael Bay,2003,5,147 min,Action & Adventure
Bad Match,David Chirchirillo,2017,4,83 min,Thrillers
Bad Rap,Salima Koroma,2016,1,83 min,Documentaries
Badha,"Sumitra Bhave, Sunil Sukthankar",2006,1,91 min,Dramas
Badland,Justin Lee,2019,5,117 min,Dramas
Balto,Simon Wells,1995,4,78 min,Children & Family Movies
Balto 2: Wolf Quest,Phil Weinstein,2001,1,75 min,Children & Family Movies
Balto 3: Wings of Change,Phil Weinstein,2004,2,78 min,Children & Family Movies
Balu Mahi,Haissam Hussain,2017,1,149 min,International Movies
Bana Masal Anlatma,Burak Aksak,2015,1,103 min,Comedies
Band Aid,Zoe Lister-Jones,2017,5,94 min,Comedies
Band of Robbers,"Aaron Nee, Adam Nee",2015,1,95 min,Action & Adventure
Bang Rajan 2,Tanit Jitnukul,2010,4,122 min,Action & Adventure
Bangkok Hell,Manop Janjarasskul,2002,1,107 min,Dramas
Bangkok Traffic (Love) Story,Adisorn Tresirikasem,2009,3,126 min,Comedies
Barça Dreams,Jordi Llompart,2015,4,122 min,Documentaries
Barah Aana,Raja Menon,2009,2,95 min,Dramas
Barbecue,Matthew Salleh,2017,2,101 min,Documentaries
Barbie & Her Sisters in a Pony Tale,Kyran Kelly,2013,3,74 min,Children & Family Movies
Barbie in A Mermaid Tale,Adam Wood,2010,5,74 min,Children & Family Movies
Barbie in Princess Power,Zeke Norton,2015,1,74 min,Children & Family Movies
Barbie in Rock 'N Royals,Karen J. Lloyd,2015,3,83 min,Children & Family Movies
Barbie Star Light Adventure,"Andrew Tan, Michael Goguen",2016,2,79 min,Children & Family Movies
Barbie: A Fairy Secret,William Lau,2010,3,72 min,Children & Family Movies
Barbie: Princess Charm School,Ezekiel Norton,2011,3,80 min,Children & Family Movies
Barbie: Spy Squad,Conrad Helten,2016,5,75 min,Children & Family Movies
Barbie: The Princess & the Popstar,Ezekiel Norton,2012,2,75 min,Children & Family Movies
Barbie: Video Game Hero,"Conrad Helten, Ezekiel Norton, Michael Goguen",2017,5,72 min,Children & Family Movies
Barely Lethal,Kyle Newman,2015,2,99 min,Action & Adventure
Barrio Universitario,Esteban Vidal,2013,5,91 min,Comedies
Barsaat,Rajkumar Santoshi,1995,5,166 min,Action & Adventure
BASEketball,David Zucker,1998,5,103 min,Comedies
Basic Instinct,Paul Verhoeven,1992,2,128 min,Classic Movies
Bathtubs Over Broadway,Dava Whisenant,2018,1,87 min,Documentaries
Bawarchi,Hrishikesh Mukherjee,1972,4,125 min,Classic Movies
Bazaar,Sagar Sarhadi,1982,1,121 min,Dramas
Be Here Now,Lilibet Foster,2015,2,110 min,Documentaries
Be Somebody,Joshua Caldwell,2016,5,88 min,Comedies
Beak & Brain: Genius Birds From Down Under,"Volker Arzt, Angelika Sigl",2013,5,52 min,Documentaries
Bean: The Ultimate Disaster Movie,Mel Smith,1997,2,89 min,Comedies
Beary Tales,,2013,5,52 min,Children & Family Movies
Beavis and Butt-head Do America,Mike Judge,1996,5,81 min,Comedies
Bebe's Kids,Bruce W. Smith,1992,3,73 min,Comedies
Because of Soccer,"Agasyah Karim, Khalid Kashogi",2008,5,75 min,Comedies
Because We're Heading Out,Khaled El Halafawy,2016,5,99 min,Comedies
Becoming Jane,Julian Jarrold,2007,4,121 min,Dramas
Bedtime Stories,Adam Shankman,2008,4,100 min,Children & Family Movies
Before the Flood,Fisher Stevens,2016,1,97 min,Documentaries
"Behind ""The Cove"": The Quiet Japanese Speak Out",Keiko Yagi,2015,2,105 min,Documentaries
Behind the Curtain: Todrick Hall,Katherine Fairfax Wright,2017,1,100 min,Documentaries
Beiimaan Love,Rajeev Chaudhari,2016,4,115 min,Dramas
Being AP,Anthony Wonke,2015,2,99 min,Documentaries
Below Her Mouth,April Mullen,2016,1,91 min,Dramas
Beneath the Leaves,Adam Marino,2019,5,90 min,Independent Movies
Benji: Off the Leash,Joe Camp,2004,2,100 min,Children & Family Movies
Benji's Very Own Christmas Story,Joe Camp,1978,3,25 min,Children & Family Movies
Berlin Kaplani,Hakan Algül,2012,5,99 min,Comedies
"Berlin, I Love You",,2019,2,120 min,Dramas
Best Neighbors,Tamer Bassiouni,2014,1,98 min,Comedies
Betting on Zero,Ted Braun,2017,1,104 min,Documentaries
Bewafaa,Dharmesh Darshan,2005,2,149 min,Dramas
Bewildered Bolbol,Khaled Marei,2010,3,112 min,Comedies
Beyond All Boundaries,Sushrut Jain,2013,5,98 min,Documentaries
Beyond the Clouds,Majid Majidi,2018,3,120 min,Dramas
Bhagam Bhag,Priyadarshan,2006,5,151 min,Comedies
Bheemayan,Rajiv Chilaka,2018,3,63 min,Children & Family Movies
Bhool Bhulaiyaa,Priyadarshan,2007,1,148 min,Dramas
Bhoot,Ram Gopal Varma,2003,2,114 min,Horror Movies
Bhouri,Jasbir Bijendra Bhati,2017,5,123 min,Dramas
Big Bear,Joey Kern,2017,5,87 min,Comedies
Big Daddy,Dennis Dugan,1999,3,93 min,Comedies
Big Fat Liar,Shawn Levy,2002,2,88 min,Children & Family Movies
Big Kill,Scott Martin,2018,3,126 min,Action & Adventure
Big Time,Kaspar Astrup Schröder,2017,3,90 min,Documentaries
Bigger Fatter Liar,Ron Oliver,2017,2,95 min,Children & Family Movies
Biggie & Tupac,Nick Broomfield,2002,4,108 min,Documentaries
Bill Burr: Let It Go,Shannon Hartman,2010,5,65 min,Stand-Up Comedy
Billy Elliot,Stephen Daldry,2000,4,110 min,Dramas
Billy Graham: An Extraordinary Journey,"Vonda Harrell, Daniel Camenisch",2018,5,66 min,Documentaries
Bilu Rakkhosh,Indrasis Acharya,2017,3,127 min,Dramas
Bioscope,"Gajendra Ahire, Viju Mane, Girish Mohite, Ravi Jadhav",2015,3,131 min,Dramas
Birthmarked,Emanuel Hoss-Desmarais,2018,3,88 min,Comedies
Bitch,Marianna Palka,2017,3,97 min,Comedies
Bitcoin Heist,Ham Tran,2016,4,116 min,Action & Adventure
Bittoo Boss,Supavitra Babul,2012,5,117 min,Comedies
Black & Privileged: Volume 1,Mark Harris,2019,2,79 min,Dramas
Black Hawk Down,Ridley Scott,2001,2,144 min,Action & Adventure
Black Man White Skin,Jose Manuel Colón,2015,1,79 min,Documentaries
Black Panther,Ryan Coogler,2018,3,135 min,Action & Adventure
Black Site Delta,Jesse Gustafson,2017,3,88 min,Action & Adventure
Black Snake Moan,Craig Brewer,2007,3,116 min,Dramas
Black Snow,Martin Hodara,2017,3,91 min,Dramas
Blackfish,Gabriela Cowperthwaite,2013,3,83 min,Documentaries
Blackway,Daniel Alfredson,2015,3,90 min,Thrillers
Blaze,Ethan Hawke,2018,3,129 min,Dramas
Bleed for This,Ben Younger,2016,3,120 min,Dramas
Blinky Bill: The Movie,Deane Taylor,2015,3,91 min,Children & Family Movies
Blockbuster,July Hygreck,2017,4,85 min,Comedies
Blood Father,Jean-François Richet,2016,5,88 min,Action & Adventure
Blow,Ted Demme,2001,2,123 min,Dramas
Blue Is the Warmest Color,Abdellatif Kechiche,2013,2,180 min,Dramas
Blue Jasmine,Woody Allen,2013,4,98 min,Comedies
Blue Mountain State: The Rise of Thadland,Lev L. Spiro,2016,4,90 min,Comedies
Blue Ruin,Jeremy Saulnier,2013,3,90 min,Independent Movies
Blue Streak,Les Mayfield,1999,4,94 min,Action & Adventure
Blue Valentine,Derek Cianfrance,2010,5,112 min,Dramas
Blurred Lines: Inside the Art World,Barry Avrich,2017,2,85 min,Documentaries
Bob Lazar: Area 51 & Flying Saucers,Jeremy Kenyon Lockyer Corbell,2018,3,97 min,Documentaries
Bob's Broken Sleigh,Jay Surridge,2015,3,47 min,Children & Family Movies
Bobbi Jene,Elvira Lind,2017,2,99 min,Documentaries
Bobby,Raj Kapoor,1973,4,168 min,Classic Movies
Bobby Robson: More Than a Manager,"Gabriel Clarke, Torquil Jones",2018,4,99 min,Documentaries
Bobby Sands: 66 Days,Brendan Byrne,2016,3,106 min,Documentaries
Bokeh,"Geoffrey Orthwein, Andrew Sullivan",2017,4,92 min,Dramas
Bolt,"Byron Howard, Chris Williams",2008,2,99 min,Children & Family Movies
Bombshell: The Hedy Lamarr Story,Alexandra Dean,2017,2,89 min,Documentaries
Bon Bini Holland,Jelle de Jonge,2015,3,88 min,Comedies
Bonnie and Clyde,Arthur Penn,1967,2,111 min,Action & Adventure
Boom,Kaizad Gustad,2003,5,79 min,Action & Adventure
Born Strong,"Gary Cohen, Ross Hockrow",2017,4,86 min,Documentaries
Born to Be Free,Gayane Petrosyan,2016,5,74 min,Documentaries
Bottom of the World,Richard Sears,2017,2,84 min,Dramas
Boy and the World,Alê Abreu,2013,4,80 min,Children & Family Movies
Boy Bye,Chris Stokes,2016,3,86 min,Comedies
Brampton's Own,Michael Doneger,2018,4,90 min,Dramas
Bratz: The Movie,Sean McNamara,2007,3,102 min,Children & Family Movies
Brave New Jersey,Jody Lambert,2016,4,92 min,Comedies
Breaking Free,Sridhar Rangayan,2015,2,81 min,Documentaries
Breath,Simon Baker,2018,2,116 min,Dramas
Brick,Rian Johnson,2005,2,110 min,Independent Movies
Bring It On: Worldwide Showdown,Robert Adetuyi,2017,2,95 min,Comedies
Brooklyn's Finest,Antoine Fuqua,2009,3,133 min,Dramas
Brotherhood of Blades II: The Infernal Battlefield,Lu Yang,2017,2,120 min,Action & Adventure
Bruno and Boots: Go Jump in the Pool,Vivieno Caldinelli,2016,5,91 min,Children & Family Movies
Bruno and Boots: The Wizzle War,Vivieno Caldinelli,2017,5,90 min,Children & Family Movies
Bruno and Boots: This Can't Be Happening at Macdonald Hall,Vivieno Caldinelli,2017,1,90 min,Children & Family Movies
Buffalo Boys,Mike Wiluan,2018,5,103 min,Action & Adventure
Bugs,Andreas Johnsen,2016,2,73 min,Documentaries
Bullitt County,David McCracken,2018,2,98 min,Independent Movies
Burlesque,Steve Antin,2010,1,119 min,Dramas
Burlesque: Heart of the Glitter Tribe,Jon Manning,2017,5,76 min,Documentaries
Burning,Lee Chang-dong,2018,1,148 min,Dramas
Bushwick,"Cary Murnion, Jonathan Milott",2017,2,94 min,Action & Adventure
Butterfield 8,Daniel Mann,1960,3,108 min,Classic Movies
Cézanne et moi,Daniele Thompson,2016,1,114 min,Dramas
Cabin Fever,Travis Zariwny,2016,3,98 min,Horror Movies
Cahaya Dari Timur Beta Maluku,Angga Dwimas Sasongko,2014,3,151 min,Dramas
Caida del Cielo,Néstor Sánchez Sotelo,2016,2,78 min,Comedies
Cake,Asim Abbasi,2018,2,125 min,Comedies
Calendar Girls,Madhur Bhandarkar,2015,4,126 min,Dramas
Calico Critters: A Town of Dreams,Momoko Kamiya,2017,1,11 min,Children & Family Movies
Calico Critters: The Treasure of Calico Village,Momoko Kamiya,2017,5,22 min,Children & Family Movies
Camera Store,Scott Marshall Smith,2016,1,104 min,Comedies
Camp Cool Kids,Lisa Arnold,2017,4,104 min,Children & Family Movies
Camp X-Ray,Peter Sattler,2014,2,117 min,Dramas
Can't Hardly Wait,"Harry Elfont, Deborah Kaplan",1998,5,101 min,Comedies
Candyman,Bernard Rose,1992,3,99 min,Cult Movies
Capital in the Twenty-First Century,Justin Pemberton,2019,2,103 min,Documentaries
Cappuccino,Noushad,2017,3,126 min,Comedies
Cardboard Gangsters,Mark O'Connor,2016,3,92 min,Dramas
Caregiver,Chito S. Roño,2008,1,131 min,Dramas
Carol,Todd Haynes,2015,4,119 min,Dramas
Carrie,Brian De Palma,1976,5,98 min,Classic Movies
Carriers,"Àlex Pastor, David Pastor",2009,1,85 min,Horror Movies
